MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,PavedDrive,PoolArea,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,houseage,houseremodelage,totalsf,totalarea,totalbaths,totalporchsf
50,RM,52.0,6240,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,BrkTil,TA,TA,No,Unf,1042,GasA,Ex,Y,SBrkr,0,3,1,TA,8,Typ,1,Gd,Detchd,Unf,1,TA,Y,0,0,8,WD,Family,11.91170829631447,78,56,1576,2618,1.0,0
20,RL,0.0,11200,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,85.0,Gd,TA,CBlock,Gd,TA,No,GLQ,40,GasA,TA,Y,SBrkr,0,3,1,Gd,5,Typ,1,TA,Attchd,Unf,2,TA,Y,0,0,5,WD,Normal,12.100717685412471,21,21,2556,2596,3.0,191
70,RL,75.0,12000,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,7,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,CBlock,TA,TA,No,Rec,429,GasA,Ex,Y,SBrkr,0,3,1,Fa,7,Typ,1,Gd,Attchd,Unf,1,TA,Y,0,0,7,WD,Normal,12.069685751267224,68,59,1839,2268,1.5,0
50,RM,0.0,5700,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,PConc,TA,TA,No,Unf,572,GasA,TA,Y,SBrkr,0,2,1,TA,5,Typ,1,Gd,Detchd,Unf,1,TA,Y,0,0,8,WD,Normal,11.669082701743504,82,58,1111,1683,1.0,176
70,RM,50.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,7,9,Hip,CompShg,VinylSd,VinylSd,No,0.0,TA,Gd,PConc,TA,TA,No,ALQ,26,GasA,Ex,Y,SBrkr,0,3,1,TA,7,Typ,0,No,Detchd,Unf,2,TA,Y,0,0,7,WD,Normal,11.870606902224587,89,21,2106,2132,1.5,0
20,RL,57.0,8280,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,BrkFace,BrkFace,No,0.0,TA,TA,CBlock,TA,TA,No,Unf,932,GasA,Ex,Y,FuseA,0,2,1,Gd,4,Typ,1,Gd,Attchd,Unf,1,TA,Y,0,0,11,WD,Normal,11.728044909070785,57,57,932,1864,1.0,214
20,RL,134.0,17755,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,4,Gable,CompShg,HdBoard,Plywood,BrkFace,132.0,TA,TA,CBlock,TA,TA,No,BLQ,1290,GasA,TA,Y,SBrkr,0,3,1,Fa,6,Typ,2,Gd,Attchd,Fin,2,TA,Y,0,0,11,WD,Normal,11.917730355182513,47,47,1642,2932,1.5,240
20,RL,90.0,14115,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,7,Gable,CompShg,Stone,Stone,No,0.0,TA,TA,PConc,TA,TA,No,ALQ,230,GasA,Ex,Y,SBrkr,0,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,2,TA,Y,0,0,7,WD,Abnorml,12.345838935721968,50,2,2654,2884,1.0,280
30,RM,0.0,5890,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,Gd,Gd,BrkTil,TA,TA,Av,ALQ,278,GasA,Ex,Y,SBrkr,0,2,1,TA,5,Typ,0,No,Detchd,Unf,1,TA,Y,0,0,6,WD,Normal,11.699413330633599,78,1,1354,1632,1.0,96
60,RL,0.0,13700,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,VinylSd,VinylSd,Stone,288.0,TA,TA,CBlock,TA,TA,Gd,ALQ,410,GasA,TA,Y,SBrkr,0,4,1,Gd,8,Typ,2,Gd,Attchd,Unf,2,TA,Y,0,0,5,WD,Normal,12.215037342290755,43,20,2274,2684,2.0,417
20,RL,90.0,10768,Pave,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,5,8,Gable,CompShg,Plywood,Plywood,No,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,280,GasA,TA,Y,SBrkr,0,3,1,Gd,6,Typ,1,Fa,Attchd,RFn,2,TA,Y,0,0,7,WD,Normal,12.292254928916668,31,3,2594,2874,3.0,201
80,RL,85.0,9350,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,8,Gable,CompShg,BrkFace,BrkFace,No,0.0,TA,Gd,PConc,TA,TA,Gd,ALQ,586,GasA,Gd,Y,SBrkr,0,3,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,TA,Y,0,0,10,WD,Normal,12.100161978566867,43,9,1898,2484,2.5,188
120,RL,34.0,5001,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,Gd,TA,PConc,Gd,TA,No,GLQ,410,GasA,Ex,Y,SBrkr,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,TA,Y,0,0,7,WD,Normal,12.345838935721968,2,1,2218,2628,3.0,234
20,RL,92.0,11932,Pave,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,Gd,TA,PConc,Gd,TA,No,Unf,1580,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,No,Attchd,RFn,3,TA,Y,0,0,6,ConLD,Partial,12.367889578686164,1,0,1580,3160,2.0,24
60,RL,76.0,9120,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,270.0,Gd,TA,CBlock,TA,TA,No,ALQ,459,GasA,TA,Y,SBrkr,0,4,1,Gd,8,Typ,1,TA,Attchd,RFn,2,Gd,Y,0,0,7,WD,Normal,12.128116509451258,34,34,2318,2777,2.5,69
160,RL,24.0,2280,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,Plywood,Brk Cmn,No,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,544,GasA,Fa,Y,SBrkr,0,3,1,TA,7,Typ,1,TA,Attchd,Unf,2,TA,Y,0,0,7,WD,Normal,11.891368749982085,32,32,1767,2311,2.5,26
20,RL,0.0,14778,Pave,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,6,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,72.0,Gd,TA,CBlock,TA,TA,No,BLQ,568,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,2,TA,Y,0,0,11,WD,Normal,12.319405795112926,54,2,2368,2936,2.0,324
20,RL,109.0,8724,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,402,GasA,Gd,Y,SBrkr,0,3,1,TA,5,Typ,1,Po,Attchd,Fin,2,TA,Y,0,0,5,WD,Normal,11.767575435251748,39,39,1386,1788,1.0,0
90,RL,60.0,12900,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,Duplex,SFoyer,4,4,Gable,CompShg,Plywood,Plywood,No,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,0,GasA,TA,Y,SBrkr,0,0,2,TA,6,Typ,0,No,CarPort,Unf,2,Fa,Y,0,0,1,WD,Alloca,11.59873612138334,39,39,2456,2456,3.0,120
80,RL,0.0,16157,Pave,IR1,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,5,7,Gable,CompShg,Plywood,Plywood,No,0.0,TA,TA,PConc,Gd,TA,Gd,ALQ,289,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,1,TA,Attchd,Unf,2,TA,Y,0,0,6,WD,Normal,12.175618592671356,29,29,2503,2792,2.5,348
20,RL,79.0,9541,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,268.0,Gd,TA,PConc,Gd,TA,No,Unf,1502,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,9,New,Partial,12.359527368950229,0,0,1502,3004,2.0,114
20,RL,64.0,10475,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,Gd,TA,Av,Unf,1694,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,No,Attchd,RFn,3,TA,Y,0,0,2,WD,Normal,12.41044511731981,2,2,1694,3388,2.0,193
60,RL,58.0,10852,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,PConc,Gd,TA,No,GLQ,173,GasA,Ex,Y,SBrkr,0,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,TA,Y,0,0,2,WD,Normal,12.06105265381003,6,6,2457,2630,3.5,38
70,RL,120.0,13728,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,Hip,CompShg,Stucco,Stucco,No,0.0,TA,TA,CBlock,TA,TA,No,Rec,501,GasA,Ex,Y,SBrkr,0,4,1,Gd,7,Typ,2,TA,Basment,Unf,2,TA,Y,0,0,7,WD,Normal,12.367345048436391,73,22,2734,3235,2.0,90
60,RL,118.0,35760,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,1378.0,Gd,Gd,PConc,Ex,TA,Gd,GLQ,543,GasA,Ex,Y,SBrkr,0,4,1,Gd,10,Typ,1,TA,Attchd,Fin,3,TA,Y,0,0,7,WD,Normal,13.345508528717259,11,10,5014,5557,4.5,437
80,RL,76.0,9880,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,Plywood,Plywood,No,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,574,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,1,Po,Attchd,Fin,1,TA,Y,576,0,7,WD,Normal,12.049424683420915,31,31,1640,2214,2.0,203
20,RL,76.0,9120,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,CBlock,TA,TA,No,ALQ,599,GasA,Ex,Y,SBrkr,0,3,1,TA,6,Typ,1,TA,Attchd,RFn,2,TA,Y,0,1400,11,WD,Normal,12.001511614739405,50,50,1923,2522,2.0,288
160,FV,35.0,4017,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,No,0.0,Gd,TA,PConc,Gd,TA,No,Unf,625,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,0,No,Detchd,Fin,2,TA,Y,0,0,3,WD,Normal,12.05467400868968,2,1,1250,1875,2.5,54
50,RL,138.0,18030,Pave,IR1,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,CBlock,TA,TA,No,Rec,977,GasA,TA,Y,SBrkr,479,3,1,Ex,12,Maj1,1,Gd,No,No,0,No,Y,0,0,3,WD,Normal,12.208574513247495,61,13,3228,4684,3.0,122
70,RL,80.0,16560,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,449,GasA,TA,Y,SBrkr,0,4,1,TA,9,Typ,1,Gd,Detchd,Unf,2,TA,Y,0,0,7,WD,Normal,12.384223015005313,74,56,2848,3297,2.5,0
50,RL,85.0,10678,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,337.0,Gd,TA,PConc,Gd,TA,No,GLQ,983,GasA,Ex,Y,SBrkr,0,4,1,Gd,9,Typ,1,TA,Attchd,Fin,2,TA,Y,0,0,4,WD,Normal,12.560247968016562,15,7,3572,4555,2.5,33
20,RL,37.0,6951,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,Plywood,No,0.0,TA,TA,CBlock,TA,TA,No,ALQ,218,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,0,No,Attchd,Unf,1,TA,Y,0,0,10,WD,Normal,11.691080018519527,24,23,1581,1799,2.0,362
50,RM,0.0,3950,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,CBlock,TA,TA,No,Rec,350,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,0,No,Detchd,Unf,1,TA,N,0,0,12,WD,Normal,11.652696102959753,83,5,1692,2042,1.0,116
50,RL,54.0,7681,Pave,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,BrkTil,TA,TA,No,Unf,731,GasA,Ex,Y,SBrkr,0,3,1,TA,7,Typ,1,Gd,Detchd,Unf,1,Fa,Y,0,0,7,WD,Normal,11.950541482162043,88,59,1343,2074,1.5,294
20,RL,77.0,8335,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,Slab,No,No,No,Unf,0,GasA,Gd,Y,SBrkr,0,3,1,TA,5,Min2,1,Gd,No,No,0,No,N,0,0,4,WD,Normal,11.440365524765756,52,52,1124,1124,1.0,226
60,RL,0.0,11170,Pave,IR2,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,Wood,Gd,TA,No,LwQ,0,GasA,Ex,Y,SBrkr,0,4,1,TA,8,Typ,0,No,Attchd,Fin,2,TA,Y,0,0,4,WD,Normal,12.429220196836383,16,15,3730,3730,2.5,0
120,RM,64.0,5587,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,120,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,1,Gd,Attchd,Fin,2,TA,Y,0,0,11,New,Partial,12.880294363972055,0,0,3132,3252,3.5,368
30,RL,60.0,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,Stucco,Stucco,No,0.0,TA,TA,BrkTil,TA,TA,No,Rec,299,GasA,Ex,Y,SBrkr,0,2,1,TA,5,Typ,1,Gd,Detchd,Unf,2,TA,Y,0,0,6,WD,Normal,11.695255355062795,86,56,1951,2250,2.0,229
20,RL,50.0,35133,Grvl,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,5,4,Hip,CompShg,MetalSd,MetalSd,BrkFace,226.0,TA,TA,CBlock,TA,TA,Gd,Rec,413,GasA,Gd,Y,SBrkr,0,3,1,TA,5,Typ,2,TA,2Types,RFn,3,TA,Y,0,0,5,WD,Normal,12.137263685701864,44,44,2731,3144,2.5,526
50,RL,60.0,9738,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,AsbShng,AsbShng,No,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,392,GasA,Gd,Y,SBrkr,0,4,1,TA,7,Typ,0,No,Attchd,Unf,1,TA,Y,0,0,3,WD,Normal,11.560772327227417,82,56,1613,2005,2.0,236
190,RL,107.0,10615,Pave,IR1,Bnk,AllPub,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,3,5,Gable,CompShg,HdBoard,HdBoard,No,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,538,GasA,TA,Y,SBrkr,0,3,2,TA,7,Typ,0,No,CarPort,Unf,2,Fa,Y,0,0,8,WD,Abnorml,11.461642696843066,109,39,2139,2677,3.0,74
20,RL,89.0,12461,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,ImStucc,ImStucc,No,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,168,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,1,Fa,Attchd,RFn,3,TA,Y,0,0,7,WD,Normal,12.476103599529843,12,11,3080,3248,3.0,306
60,RL,68.0,8935,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,Gd,TA,PConc,Gd,TA,No,Unf,831,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,7,WD,Normal,12.180759965737863,7,7,1660,2491,2.5,212
60,RL,60.0,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,PConc,TA,TA,No,Unf,994,GasA,Gd,Y,SBrkr,0,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,TA,Y,0,0,6,WD,Normal,12.149507585033072,11,11,1804,2798,2.5,200
160,FV,24.0,2645,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,Unf,776,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,0,No,Detchd,Unf,2,TA,Y,0,0,11,WD,Normal,12.066816325306588,8,7,1441,2217,2.5,206
50,RM,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,Gambrel,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,PConc,TA,TA,Mn,Unf,702,GasA,Gd,Y,SBrkr,0,3,1,Gd,6,Typ,0,No,Detchd,Unf,1,TA,P,0,0,7,WD,Normal,11.736077016252437,82,13,1472,2174,1.0,84
120,RM,0.0,4500,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,425.0,TA,TA,PConc,Ex,TA,No,GLQ,341,GasA,Ex,Y,SBrkr,0,2,1,TA,5,Typ,0,No,Attchd,Fin,2,TA,Y,0,0,6,WD,Normal,12.013706813470414,10,10,2107,2448,3.0,304
60,RL,80.0,9364,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,Gable,CompShg,HdBoard,HdBoard,Stone,143.0,TA,TA,CBlock,TA,TA,No,ALQ,292,GasA,TA,Y,SBrkr,0,4,1,TA,7,Typ,0,No,Attchd,Fin,1,TA,Y,0,0,3,WD,Normal,11.970356641102999,41,41,1723,2015,1.5,415
60,RL,51.0,8029,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,PConc,Gd,TA,No,Unf,728,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,0,No,Attchd,Fin,2,TA,Y,0,0,7,WD,Normal,12.07824495582233,3,3,1456,2184,2.5,124
60,RL,58.0,14054,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,879,GasA,Ex,Y,SBrkr,0,4,1,Gd,9,Typ,1,Gd,BuiltIn,Fin,3,TA,Y,0,0,11,New,Partial,12.29779001527865,0,0,1863,2742,2.5,117
75,RM,65.0,8850,Pave,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,BrkTil,TA,TA,No,Unf,815,GasA,Ex,Y,SBrkr,0,3,1,TA,7,Typ,1,Gd,Detchd,Unf,1,TA,Y,0,0,7,ConLw,Normal,11.87757552297847,90,56,1690,2505,1.0,330
20,RL,70.0,9100,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,No,Unf,1212,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,6,WD,Normal,12.08954444723597,8,8,1212,2424,2.0,356
20,RL,75.0,11235,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,51.0,TA,TA,CBlock,TA,TA,No,Rec,504,GasA,Gd,Y,SBrkr,0,3,1,TA,6,Typ,1,Po,Attchd,Unf,2,TA,Y,0,0,10,WD,Normal,11.904974309480183,43,27,1929,2433,1.5,82
20,RL,71.0,9353,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,TA,CBlock,TA,TA,No,Unf,864,GasA,Gd,Y,SBrkr,0,3,1,TA,5,Typ,0,No,Attchd,Unf,1,TA,Y,0,0,7,Oth,Abnorml,11.6617850286409,36,36,864,1728,1.0,0
60,RL,80.0,10400,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,PConc,Gd,TA,Av,Unf,866,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,3,WD,Normal,12.19552218463499,11,11,1779,2645,2.5,234
50,RM,50.0,6000,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,BrkTil,TA,TA,No,Unf,884,GasA,Ex,Y,SBrkr,0,3,1,TA,5,Typ,1,Fa,Detchd,Unf,1,TA,N,0,0,5,WD,Normal,11.669937760751914,84,12,1348,2232,2.0,208
20,RL,75.0,9750,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,No,Unf,1630,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,1,TA,Attchd,Unf,2,TA,Y,0,0,10,WD,Normal,12.269052139516223,9,8,1630,3260,2.0,308
20,RL,78.0,10140,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,HdBoard,No,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,268,GasA,Ex,Y,SBrkr,0,3,1,TA,6,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,7,WD,Normal,11.941462360646149,31,31,1862,2130,2.5,88
20,RL,90.0,14684,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,234.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,1496,GasA,Gd,Y,SBrkr,0,3,1,Gd,7,Typ,1,TA,Attchd,RFn,3,TA,Y,0,0,6,WD,Normal,12.513193308436527,19,18,2858,4354,2.0,154
20,RH,0.0,8900,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,4,4,Gable,CompShg,HdBoard,HdBoard,No,0.0,TA,TA,CBlock,TA,TA,No,Rec,0,GasA,TA,Y,SBrkr,0,2,1,TA,5,Typ,0,No,Detchd,Unf,1,TA,Y,0,0,11,WD,Normal,11.580593459194764,40,40,2112,2112,2.0,42
20,RL,70.0,9135,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1342,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,5,WD,Normal,12.206077645517674,3,3,2040,3382,3.0,215
20,RL,70.0,7763,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,Gd,CBlock,TA,TA,No,Rec,319,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,0,No,Detchd,Unf,2,TA,Y,0,0,10,WD,Normal,11.849404844423074,46,28,1895,2214,2.0,0
20,RL,85.0,10182,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRNn,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,Stone,420.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,440,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,1,Gd,Attchd,RFn,2,TA,Y,0,0,5,New,Partial,12.577639650232573,0,0,2880,3320,3.0,372
60,RL,70.0,11218,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,Gd,TA,PConc,Gd,TA,No,Unf,1055,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,1,TA,Attchd,RFn,2,TA,Y,0,400,5,WD,Normal,12.149507585033072,18,18,1845,2900,2.5,739
